pmid
10028478
10051141
10063942
10068345
10071170
10072988
10081051
10093795
10102543
10102764
10107052
10160462
10198028
10219465
10220320
10220347
10221757
10223782
10229946
10232870
10271292
10323423
10341155
10361649
10363537
10385041
10397449
10403584
10403684
10408241
10412505
10417036
10418335
10432204
10432206
10434573
10436712
10442214
10444807
10446033
10457212
10460982
10464086
10465653
10483683
10483693
10504242
10511469
10513566
10537144
10553485
10556769
10556990
10561698
10563375
10564054
10573727
10578200
10593407
10599933
10606356
10608917
10617991
10624873
10625936
10625943
10625946
10625947
10625949
10625952
10645516
10650444
10659301
10660092
10680139
10684595
10684746
10691066
10692173
10693020
10702580
10706235
10719404
10719691
10741540
10742928
10744590
10748587
10751846
10751856
10754431
10757899
10760336
10761819
10765977
10767649
10772201
10787056
10793416
10796523
10796622
10796665
10805767
10812378
10817526
10826027
10851301
10854579
10858919
10865448
10875189
10878654
10884593
10885715
10895854
10902742
10904168
10919929
10923280
10929430
10939029
10943644
10943958
10945931
10971310
10974208
10987191
10990571
10996447
11003973
11008574
11019569
11030554
11034681
11038151
11045835
11045840
11048285
11074527
11080720
11081987
11082796
11093597
11099686
11106141
11108723
11114695
11123502
11147376
11149755
11152059
11160474
11164083
11165437
11165626
11170151
11186092
11195828
11203877
11207456
11218239
11221959
11225136
11228084
11232854
11234248
11239323
11243195
11252685
11263704
11280709
11282173
11295002
11297847
11297851
11299084
11303285
11312433
11312893
11316150
11318378
11319627
11321466
11333041
11337315
11339839
11340095
11351863
11368872
11379265
11395029
11396202
11405276
11406004
11406848
11410009
11416221
11419717
11421334
11427169
11443511
11445678
11448553
11448573
11452249
11453748
11472737
11474472
11475916
11481411
11488946
11491580
11499745
11506059
11506821
11507062
11508070
11509223
11509966
11514110
11514225
11530720
11534464
11536390
11540836
11549706
11551550
11553397
11561196
11563723
11566649
11571605
11571671
11574747
11585048
11593118
11599398
11599506
11602026
11603848
11605083
11641292
11676386
11679026
11679027
11687196
11694649
11697200
11702095
11708574
11709196
11710352
11718984
11719836
11722954
11724298
11729022
11730716
11741742
11744802
11746854
11747472
11753476
11765826
11768927
11769822
11777363
11781207
11782825
11788869
11790414
11792362
11797065
11799030
11803254
11810324
11816990
11817627
11827434
11829152
11832672
11834304
11834331
11835043
11835463
11838884
11839992
11840688
11847735
11853172
11855623
11866437
11869585
11869657
11869837
11880549
11890437
11892685
11905957
11906566
11912561
11913955
11918291
11925464
11934012
11934963
11939112
11941461
11942756
11950004
11950289
11951055
11952008
11962753
11974994
11992983
11994028
11999905
12013352
12013711
12020921
12024596
12025876
12028025
12030318
12030868
12031256
12031457
12032117
12032630
12039419
12040966
12062587
12070527
12074250
12076477
12086380
12090554
12098159
12099160
12100640
12111460
12117594
12120807
12126462
12131602
12146486
12161056
12162342
12166348
12170027
12174058
12175702
12177136
12180513
12180694
12183720
12185416
12189055
12191671
12199620
12204625
12205654
12207568
12208152
12209371
12213430
12225450
12227010
12227871
12230118
12230594
12231815
12234462
12234488
12235255
12235801
12236696
12239424
12322790
12324288
12355236
12357151
12358479
12366541
12367575
12369257
12370219
12383029
12385921
12387365
12392673
12393060
12404572
12423443
12426061
12427501
12428175
12430345
12433054
12439536
12445496
12455604
12465214
12470438
12472620
12489133
12494751
12496059
12497964
12514268
12515323
12517115
12525260
12534315
12535473
12538802
12539881
12540039
12544464
12562974
12563167
12566188
12568976
12572723
12579275
12584175
12590005
12590740
12591540
12592403
12593493
12594974
12595591
12597029
12597984
12598418
12604846
12612440
12617463
12620365
12622244
12634436
12649562
12668120
12669010
12672916
12674456
12685033
12699236
12699726
12706232
12710893
12714100
12716429
12718434
12718579
12720510
12722158
12724921
12724922
12725561
12725562
12725895
12733846
12734056
12738081
12749815
12768427
12771033
12772052
12773264
12777162
12780182
12781609
12785453
12791625
12798412
12804400
12805478
12807339
12807341
12807347
12808362
12815040
12816629
12819377
12821883
1282477
12834011
12837515
12842182
12845381
12845414
12846414
12857815
12859442
12861790
12864764
12868253
12882930
12885100
12887881
12898857
12899118
12907070
12907135
12911824
12912780
12914245
12917503
12934668
12936955
12937809
12939087
12943921
12946717
12964450
12973384
1307044
1311460
1317832
1318129
1319110
1320514
1324245
1327742
1337005
1339192
1344458
1344474
1353650
1360363
13678227
13679240
1378792
1386214
1403207
1410979
1414239
1414555
1416949
1427968
1444879
1448491
14516421
14518560
14520027
14531492
14533134
14554208
14561229
14565739
14572299
14572682
14574348
14577612
14583417
14585180
14587684
14605480
14605504
14607200
14607488
14608114
14624410
1462709
14630170
14631833
14639554
14643176
14652759
14662662
14663456
14665895
14666663
14666664
14669250
14669258
14670824
14673602
14676015
14677873
1468261
14689368
14692723
14695987
14706720
14709147
14710977
14713328
14720270
14729371
14732966
14735356
14737001
1474012
14742379
14744424
14745118
1475039
14752215
14767581
14871587
14967695
14969377
14969515
14971532
14975363
14975474
14984449
14989557
14997282
15000448
15001010
15005644
15013846
15014039
15016658
15017801
15022157
15022653
15023571
15025149
15026350
15030246
15033918
15036015
15045190
15046554
15052688
15054233
15072038
1507519
15075958
15079159
15080016
15080820
15082078
15082091
15084618
15090706
15099858
15106147
15106197
15107450
15107575
15109568
15109939
15110862
15113167
1511475
15118318
15118941
15121217
15123613
15136971
15138375
15139092
15150687
15156074
15157856
15162364
15167223
15173391
15176752
15182386
15182427
15184117
15187262
15207440
15208601
15212964
15215482
15218755
15221278
15227625
15234755
15234761
1523801
15245700
15250036
15252728
15253862
15254855
15254858
15256690
15256760
15258682
15259701
15272874
15277107
15279494
15281472
15291466
15293637
1529370
15297368
15311007
15311849
15318733
15318740
15325690
15328251
15329083
15334039
15338166
15341993
15344416
15344694
1534832
15354573
15359520
15363578
15364505
15366788
15368089
15369777
15374296
15374306
15374499
15374606
15375533
15375787
15377058
15377133
15380976
15383234
15389612
1541958
1544605
1544606
15453487
15454320
1545722
15464827
15466946
15468977
15469657
15474885
15476570
15478206
1547890
